Fecha,PIB,L_PIB,D_L_PIB,PET,L_PET,D_L_PET,EMBI,L_EMBI,D_L_EMBI,CRED,L_CRED,D_L_CRED
2022-03-31,20811.54,9.943262919532831,0.015152512936962736,50.08,3.913621726791843,-0.09679760049249664,1304.0,7.1731917424865985,0.0069257683529606595,17921.5,9.793756388382967,-0.006617566727298296
2022-06-30,20915.54,9.948247702333342,0.004984782800510956,58.54,4.06971028126374,0.15608855447189685,1467.0,7.2909747781429814,0.11778303565638293,18267.05,9.812854169449267,0.0190977810663
2022-09-30,21048.61,9.954589803676079,0.006342101342736939,44.04,3.785098311854479,-0.2846119694092608,1345.0,7.20414929203594,-0.08682548610704188,18601.0,9.83097062169695,0.018116452247683767
2022-12-31,20762.24,9.94089123126638,-0.013698572409698073,47.73,3.865560131017805,0.08046181916332573,1568.0,7.357556200910353,0.15340690887441344,18883.15,9.846025269003048,0.015054647306097735
2023-03-31,21138.46,9.958849409088588,0.017958177822206878,49.6,3.903990833730882,0.038430702713077025,1353.0,7.210079628170788,-0.14747657273956527,18679.94,9.835205499786241,-0.010819769216807273
2023-06-30,21751.75,9.987449493050232,0.02860008396164382,49.46,3.9011642620932703,-0.0028265716376116856,1161.0,7.057036981697891,-0.15304264647289667,19063.1,9.855509808264262,0.020304308478021227
2023-09-30,21634.65,9.98205147503795,-0.005398018012281014,67.99,4.219360635538369,0.3181963734450983,1051.0,6.957497370876951,-0.09953961082093965,19245.01,9.865007085333197,0.009497277068934551
2023-12-31,21439.69,9.972999156124983,-0.00905231891296765,73.76,4.300816579248338,0.08145594370996978,1072.0,6.977281341630747,0.0197839707537959,19419.33,9.874024240735226,0.009017155402029076
2024-03-31,21594.12,9.980176334390839,0.007177178265855844,81.68,4.402809173856411,0.1019925946080722,912.0,6.815639990074331,-0.16164135155641635,20113.09,9.909126125861054,0.03510188512582779
2024-06-30,22093.62,10.0030441580447,0.022867823653861308,80.15,4.383899879055562,-0.018909294800848464,895.0,6.796823718274855,-0.018816271799475537,20051.0,9.906034306802704,-0.003091819058349543
2024-09-30,22009.69,9.999238089914277,-0.003806068130423057,97.24,4.577182149447922,0.19328227039236,802.0,6.687108607866515,-0.1097151104083407,19927.82,9.89987202438416,-0.006162282418543441
2024-12-31,21926.33,9.995443476746054,-0.003794613168222938,86.77,4.463260939805398,-0.11392120964252417,710.0,6.565264970035361,-0.12184363783115337,20573.57,9.931762521307308,0.03189049692314683
2025-03-31,22128.12,10.004604476883328,0.009161000137273945,97.93,4.584252937732703,0.1209919979273053,632.0,6.448889394146858,-0.11637557588850367,21024.43,9.953440373891011,0.021677852583703583
2025-06-30,22592.15,10.02535777978934,0.020753302906012294,104.73,4.651385609785055,0.06713267205235152,595.0,6.38856140554563,-0.06032798860122757,21016.49,9.953062646662662,-0.00037772722834894523
2025-09-30,22274.05,10.011177602720213,-0.014180177069126998,85.27,4.445822692753958,-0.20556291703109686,728.0,6.590301048196686,0.20173964265105582,20716.13,9.938667902866822,-0.01439474379584027
2025-12-31,22080.57,10.002453315275217,-0.008724287444996648,81.86,4.405010471064257,-0.04081222168970111,906.0,6.80903930604298,0.21873825784629375,21133.15,9.958598176640715,0.019930273773892893
